"ID_ESCOLA","ID_REGIAO","ID_MUNICIPIO","IN_PUBLICA","ID_LOCALIZACAO","NIVEL_SOCIO_ECONOMICO","MEDIA_5EF_LP_2017","MEDIA_5EF_LP_2021","MEDIA_5EF_MT_2017","MEDIA_5EF_MT_2021","MEDIA_9EF_LP_2017","MEDIA_9EF_LP_2021","MEDIA_9EF_MT_2017","MEDIA_9EF_MT_2021","MEDIA_EM_LP_2017","MEDIA_EM_LP_2021","MEDIA_EM_MT_2017","MEDIA_EM_MT_2021"
61203069,5,6310879,1,1,"Grupo 2",NA,NA,NA,NA,274.03,NA,261.84,NA,274.59,NA,276.92,NA
61241177,5,6310879,1,1,"Grupo 4",NA,NA,NA,NA,295.46,NA,289.34,NA,300.04,NA,301.56,NA
61203939,5,6310879,1,1,"Grupo 3",224.04,NA,246.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
61236530,5,6310879,1,1,"Grupo 4",254.11,NA,254.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
61233110,5,6310879,1,1,"Grupo 3",NA,NA,NA,NA,258.63,NA,261.7,NA,275.87,NA,279.66,NA
61233111,5,6310879,1,1,"Grupo 4",240.68,NA,249.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
61233109,5,6310879,1,1,"Grupo 4",NA,NA,NA,NA,260.63,NA,252.04,NA,NA,NA,NA,NA
61246174,5,6310879,1,1,"Grupo 4",235.21,NA,225.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
61232811,5,6310879,1,1,"",NA,NA,NA,NA,270.22,NA,258.06,NA,220.79,NA,241.63,NA
61249165,5,6310879,1,1,"",NA,NA,NA,NA,284.69,NA,272.88,NA,NA,NA,NA,NA
61178574,5,6310879,1,1,"",198.73,NA,188.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
61215924,5,6310902,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,256.85,NA,264.78,NA
61225977,5,6310902,1,1,"Grupo 3",NA,NA,NA,NA,250.72,NA,248.41,NA,NA,NA,NA,NA
61189491,5,6310902,1,1,"",NA,NA,NA,NA,284.53,NA,281.29,NA,NA,NA,NA,NA
61213369,5,6310902,1,1,"Grupo 3",192.14,NA,199.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
61228035,5,6310902,1,1,"Grupo 3",196.17,NA,207.18,NA,242.2,NA,241.82,NA,257.33,NA,261.61,NA
61217061,5,6310914,1,1,"Grupo 3",NA,NA,NA,NA,NA,NA,NA,NA,290.73,NA,300.5,NA
61245819,5,6310914,1,1,"",NA,NA,NA,NA,246.04,NA,243.33,NA,NA,NA,NA,NA
61186019,5,6310914,1,1,"Grupo 3",NA,NA,NA,NA,265.3,NA,263.24,NA,262.62,NA,263.56,NA
61208363,5,6310914,1,1,"Grupo 5",NA,NA,NA,NA,281.92,NA,285.48,NA,300.74,NA,301.7,NA
61209417,5,6310914,1,1,"",257.07,NA,282.02,NA,283.78,NA,287.28,NA,277.32,NA,281.16,NA
61221372,5,6310914,1,1,"Grupo 4",243.62,NA,240.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
61228036,5,6310914,1,1,"",195.51,NA,204.75,NA,254.19,NA,253.83,NA,NA,NA,NA,NA
61224690,5,6310914,1,1,"",217.36,NA,237.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
61237713,5,6310914,1,1,"Grupo 3",223.53,NA,239.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
61236531,5,6310922,1,1,"",NA,NA,NA,NA,248.87,NA,258.94,NA,273.05,NA,271.16,NA
61198107,5,6310922,1,1,"Grupo 3",NA,NA,NA,NA,252.65,NA,258.57,NA,251.8,NA,250.61,NA
61244433,5,6310985,1,1,"Grupo 3",NA,NA,NA,NA,255.8,NA,256.64,NA,246.92,NA,255.09,NA
61229995,5,6310985,1,1,"Grupo 3",229.36,NA,249.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
61221373,5,6310985,1,1,"Grupo 3",238.75,NA,238.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
61179683,5,6310805,1,1,"Grupo 2",NA,NA,NA,NA,NA,NA,NA,NA,275.66,NA,279.12,NA
61227175,5,6310805,1,1,"Grupo 3",239.52,NA,250.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
61203940,5,6310805,1,1,"Grupo 3",NA,NA,NA,NA,276.09,NA,262.79,NA,NA,NA,NA,NA
61249441,5,6310805,1,1,"Grupo 4",NA,NA,NA,NA,264.14,NA,251.23,NA,271.17,NA,272.12,NA
61203070,5,6310805,1,1,"Grupo 4",NA,NA,NA,NA,275.01,NA,262.58,NA,NA,NA,NA,NA
61189492,5,6310805,1,1,"",205.24,NA,207.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
61203941,5,6310805,1,1,"Grupo 4",234.12,NA,232.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
61222599,5,6310805,1,1,"Grupo 3",209.58,NA,206.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
61215925,5,6310808,1,1,"Grupo 3",NA,NA,NA,NA,272.85,NA,268.45,NA,256.41,NA,275.62,NA
61206467,5,6310808,1,1,"Grupo 3",199.41,NA,220.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
61236532,5,6310812,1,2,"Grupo 3",175.33,NA,186.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
61237714,5,6310812,1,1,"",223.03,NA,210.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
61199838,5,6310815,1,1,"Grupo 3",NA,NA,NA,NA,NA,NA,NA,NA,268.37,NA,266.45,NA
61189292,5,6310815,1,1,"Grupo 3",NA,NA,NA,NA,266.47,NA,266.22,NA,NA,NA,NA,NA
61239270,5,6310815,1,1,"",218.43,NA,237.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
61244434,5,6310815,1,1,"Grupo 3",220.6,NA,225.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
61198108,5,6310861,1,1,"Grupo 3",NA,NA,NA,NA,249.44,NA,251.34,NA,262.71,NA,293.14,NA
61200683,5,6310861,1,1,"Grupo 3",230.05,NA,245.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
61186954,5,6310929,1,1,"Grupo 3",208.81,NA,225.52,NA,263.03,NA,260.42,NA,NA,NA,NA,NA
61179684,5,6310929,1,1,"Grupo 3",NA,NA,NA,NA,NA,NA,NA,NA,277.52,NA,288.95,NA
61183089,5,6310929,1,1,"",195.77,NA,213.71,NA,262.48,NA,265.35,NA,NA,NA,NA,NA
61199839,5,6310929,1,2,"Grupo 3",168.25,NA,189.27,NA,257.12,NA,267.42,NA,NA,NA,NA,NA
61208364,5,6310966,1,1,"",NA,NA,NA,NA,278.76,NA,265.62,NA,NA,NA,NA,NA
61246176,5,6310966,1,1,"",224.33,NA,247.3,NA,257.98,NA,273.05,NA,NA,NA,NA,NA
61188232,5,6310966,1,1,"Grupo 3",220.76,NA,236.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
61227177,5,6310966,1,1,"Grupo 3",217.82,NA,209.54,NA,257.15,NA,261.52,NA,NA,NA,NA,NA
61228037,5,6310966,1,1,"Grupo 3",219.17,NA,225.21,NA,254.98,NA,274.88,NA,NA,NA,NA,NA
61227176,5,6310792,1,1,"Grupo 3",NA,NA,NA,NA,260.52,NA,267.45,NA,252.22,NA,269.82,NA
61216687,5,6310833,1,1,"Grupo 3",NA,NA,NA,NA,262.38,NA,264.81,NA,247.18,NA,258.41,NA
61229996,5,6310833,1,1,"",217.6,NA,228.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
61206468,5,6310833,1,1,"Grupo 3",188.43,NA,204.65,NA,260.18,NA,256.79,NA,NA,NA,NA,NA
61240418,5,6310834,1,1,"Grupo 3",NA,NA,NA,NA,272,NA,261.94,NA,275.43,NA,269.37,NA
61233112,5,6310834,1,1,"Grupo 3",NA,NA,NA,NA,254.58,NA,271.19,NA,NA,NA,NA,NA
61195598,5,6310834,1,1,"Grupo 4",241,NA,252.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
61239271,5,6310838,1,1,"Grupo 3",NA,NA,NA,NA,265.63,NA,265.19,NA,NA,NA,NA,NA
61239272,5,6310838,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,266.01,NA,264.06,NA
61189493,5,6310838,1,1,"Grupo 3",NA,NA,NA,NA,264.86,NA,272.03,NA,NA,NA,NA,NA
61211929,5,6310838,1,1,"Grupo 3",193.51,NA,208.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
61202137,5,6310865,1,1,"Grupo 2",NA,NA,NA,NA,NA,NA,NA,NA,258.42,NA,270.45,NA
61177569,5,6310865,1,1,"",NA,NA,NA,NA,240.32,NA,245.08,NA,257.69,NA,244.97,NA
61233113,5,6310865,1,1,"Grupo 4",229,NA,240.25,NA,273.84,NA,274.6,NA,NA,NA,NA,NA
61245898,5,6310865,1,1,"Grupo 3",202.34,NA,219.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
61246177,5,6310871,1,1,"Grupo 2",NA,NA,NA,NA,NA,NA,NA,NA,266.15,NA,275.33,NA
61221374,5,6310871,1,1,"Grupo 3",NA,NA,NA,NA,266.51,NA,277.79,NA,NA,NA,NA,NA
61213370,5,6310871,1,1,"",250.14,NA,277.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
61199840,5,6310871,1,1,"Grupo 3",240.65,NA,259.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
61216688,5,6310920,1,1,"Grupo 3",NA,NA,NA,NA,273.2,NA,272.1,NA,279.16,NA,281.56,NA
61178575,5,6310920,1,1,"Grupo 3",216.39,NA,242.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
61242232,5,6310795,1,1,"Grupo 2",NA,NA,NA,NA,253.41,NA,255.72,NA,252.62,NA,239.87,NA
61211930,5,6310920,1,1,"Grupo 3",199.42,NA,210.23,NA,276.77,NA,278.67,NA,NA,NA,NA,NA
61208365,5,6310920,1,1,"",206.12,NA,219.9,NA,231.12,NA,211.79,NA,NA,NA,NA,NA
61220203,5,6310920,1,1,"",184.21,NA,207.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
61236533,5,6310920,1,1,"Grupo 4",206.11,NA,224.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
61244435,5,6310925,1,1,"Grupo 3",219.17,NA,237.9,NA,272.81,NA,273.17,NA,NA,NA,NA,NA
61203315,5,6310925,1,1,"Grupo 4",226.12,NA,247.03,NA,279.88,NA,266.52,NA,NA,NA,NA,NA
61214454,5,6310925,1,1,"Grupo 3",NA,NA,NA,NA,259.28,NA,263.88,NA,256.01,NA,256.8,NA
61194396,5,6310925,1,1,"Grupo 4",NA,NA,NA,NA,253.48,NA,243.43,NA,NA,NA,NA,NA
61189077,5,6310925,1,2,"",NA,NA,NA,NA,259.24,NA,257.72,NA,NA,NA,NA,NA
61189293,5,6310925,1,1,"Grupo 4",227.56,NA,236.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
61200684,5,6310925,1,1,"Grupo 3",210.12,NA,231.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
61179685,5,6310925,1,1,"Grupo 3",221.75,NA,223.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
61184267,5,6310925,1,2,"Grupo 3",203.51,NA,196.26,NA,255.48,NA,250.46,NA,250.19,NA,259.19,NA
61249167,5,6310931,1,1,"Grupo 2",NA,NA,NA,NA,269.26,NA,253.05,NA,262.79,NA,278.61,NA
61186955,5,6310931,1,1,"",NA,NA,NA,NA,230.61,NA,238.96,NA,237.64,NA,246.59,NA
61241179,5,6310931,1,2,"",191.89,NA,207.33,NA,237.39,NA,236.3,NA,NA,NA,NA,NA
61184266,5,6310937,1,1,"Grupo 3",NA,NA,NA,NA,267.02,NA,268.29,NA,278.65,NA,274.42,NA
61215927,5,6310937,1,1,"Grupo 3",212.48,NA,226.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
61236534,5,6310940,1,1,"Grupo 3",NA,NA,NA,NA,260.69,NA,261.19,NA,265.88,NA,270.73,NA
61186956,5,6310940,1,1,"Grupo 3",NA,NA,NA,NA,271.14,NA,259,NA,276.57,NA,280.73,NA
61222600,5,6310940,1,1,"Grupo 4",237.56,NA,249.22,NA,271.99,NA,282.32,NA,NA,NA,NA,NA
61236535,5,6310940,1,2,"Grupo 3",200.27,NA,206.67,NA,238.28,NA,238.46,NA,NA,NA,NA,NA
61194397,5,6310940,1,1,"Grupo 3",196.59,NA,214.38,NA,251.07,NA,247.38,NA,NA,NA,NA,NA
61194398,5,6310940,1,1,"Grupo 3",211.18,NA,221.53,NA,252.34,NA,257.07,NA,NA,NA,NA,NA
61244436,5,6310940,1,1,"Grupo 3",NA,NA,NA,NA,261.13,NA,265.73,NA,253.45,NA,261.78,NA
61189941,5,6310940,1,1,"Grupo 3",195.51,NA,195.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
61202138,5,6310940,1,1,"Grupo 3",219.43,NA,218.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
61203513,5,6310940,1,1,"Grupo 3",211.08,NA,225.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
61227178,5,6310940,1,1,"Grupo 3",218.85,NA,223.59,NA,258.17,NA,251.32,NA,NA,NA,NA,NA
61196951,5,6310940,1,1,"Grupo 3",203,NA,214.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
61181968,5,6310940,1,2,"",199.09,NA,216.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
61202139,5,6310940,1,2,"",175.49,NA,207.02,NA,226.53,NA,220.99,NA,NA,NA,NA,NA
61249442,5,6310940,1,2,"",194,NA,208.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
61186020,5,6310945,1,1,"Grupo 3",NA,NA,NA,NA,257.35,NA,262.9,NA,261.51,NA,271.63,NA
61241180,5,6310945,1,1,"Grupo 3",215.61,NA,236.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
61220075,5,6310971,1,1,"Grupo 2",NA,NA,NA,NA,NA,NA,NA,NA,232.15,NA,238.59,NA
61225978,5,6310818,1,1,"Grupo 3",NA,NA,NA,NA,243.19,NA,240.45,NA,244.06,NA,233.16,NA
61249168,5,6310971,1,1,"Grupo 3",246.38,NA,252.58,NA,257.56,NA,255.17,NA,NA,NA,NA,NA
61203942,5,6310971,1,1,"Grupo 3",NA,NA,NA,NA,261.22,NA,264.64,NA,NA,NA,NA,NA
61249443,5,6310971,1,1,"Grupo 3",221.3,NA,229.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
61200685,5,6310971,1,1,"Grupo 3",NA,NA,NA,NA,257.64,NA,254.53,NA,NA,NA,NA,NA
61203071,5,6310971,1,1,"Grupo 4",NA,NA,NA,NA,297.9,NA,299.9,NA,295.01,NA,307.28,NA
61242233,5,6310971,1,2,"",NA,NA,NA,NA,211.28,NA,232.25,NA,NA,NA,NA,NA
61211931,5,6310971,1,2,"",157.65,NA,176.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
61203316,5,6310971,1,1,"Grupo 3",194.69,NA,190.05,NA,242.55,NA,232.25,NA,NA,NA,NA,NA
61181031,5,6310971,1,1,"Grupo 3",210.35,NA,214.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
61227179,5,6310971,1,1,"Grupo 3",205.32,NA,212.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
61200686,5,6310818,1,1,"Grupo 3",205.18,NA,218.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
61213099,5,6310971,1,2,"",162,NA,181.53,NA,212.94,NA,226.48,NA,NA,NA,NA,NA
61181030,5,6310991,1,1,"Grupo 2",NA,NA,NA,NA,275.45,NA,279.19,NA,276.69,NA,294.18,NA
61206469,5,6310991,1,1,"",228.38,NA,246.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
61186957,5,6310991,1,1,"Grupo 3",222.39,NA,214.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
61224691,5,6310992,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,264.47,NA,261.54,NA
61195599,5,6310992,1,1,"Grupo 3",NA,NA,NA,NA,261.55,NA,263.67,NA,271.51,NA,274.33,NA
61225979,5,6310992,1,1,"Grupo 3",222.88,NA,236.05,NA,293.64,NA,285.27,NA,NA,NA,NA,NA
61236301,5,6310992,1,1,"Grupo 3",184.71,NA,190.4,NA,248.86,NA,259.13,NA,NA,NA,NA,NA
61209418,5,6311016,1,1,"Grupo 3",NA,NA,NA,NA,259.96,NA,272.11,NA,240.95,NA,268.81,NA
61200687,5,6311020,1,1,"Grupo 3",NA,NA,NA,NA,NA,NA,NA,NA,264.16,NA,265.6,NA
61203514,5,6311020,1,1,"Grupo 4",NA,NA,NA,NA,284.15,NA,291.08,NA,NA,NA,NA,NA
61233598,5,6311020,1,1,"Grupo 3",NA,NA,NA,NA,266.62,NA,272.2,NA,279.03,NA,278.19,NA
61186958,5,6311020,1,1,"Grupo 3",221.07,NA,240.02,NA,256.97,NA,252.22,NA,NA,NA,NA,NA
61221375,5,6311020,1,1,"Grupo 4",NA,NA,NA,NA,270.33,NA,273.9,NA,NA,NA,NA,NA
61203943,5,6311020,1,1,"Grupo 4",223.92,NA,238.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
61241181,5,6311020,1,1,"Grupo 3",211.54,NA,228.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
61237716,5,6311020,1,1,"Grupo 3",234.77,NA,267.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
61184268,5,6311020,1,1,"Grupo 3",NA,NA,NA,NA,246.63,NA,261.54,NA,NA,NA,NA,NA
61198111,5,6311020,1,1,"Grupo 3",229.19,NA,249.62,NA,256.98,NA,276.15,NA,NA,NA,NA,NA
61221376,5,6311020,1,1,"Grupo 3",218.44,NA,223.35,NA,262.99,NA,259.12,NA,NA,NA,NA,NA
61192544,5,6311020,1,1,"Grupo 2",193.42,NA,215.82,NA,236.65,NA,230.02,NA,NA,NA,NA,NA
61177570,5,6311020,1,1,"Grupo 3",239.17,NA,252.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
61233599,5,6311020,1,1,"Grupo 3",216.52,NA,238.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
61195600,5,6310834,1,2,"",185.53,NA,211.29,NA,273.14,NA,263.92,NA,270.59,NA,262.6,NA
61198112,5,6310793,1,1,"Grupo 3",NA,NA,NA,NA,246.93,NA,250.01,NA,NA,NA,NA,NA
61215928,5,6310793,1,1,"Grupo 3",196.57,NA,205.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
61195601,5,6310837,1,1,"Grupo 3",NA,NA,NA,NA,NA,NA,NA,NA,282.22,NA,280.76,NA
61186959,5,6310837,1,1,"Grupo 3",NA,NA,NA,NA,266.73,NA,258.66,NA,271.72,NA,262.13,NA
61179686,5,6310837,1,1,"Grupo 3",NA,NA,NA,NA,256.57,NA,256,NA,260.15,NA,258.9,NA
61213371,5,6310837,1,1,"Grupo 3",NA,NA,NA,NA,265.51,NA,258.5,NA,NA,NA,NA,NA
61233600,5,6310837,1,1,"Grupo 3",198.22,NA,206.63,NA,251.91,NA,235.87,NA,NA,NA,NA,NA
61213100,5,6310837,1,1,"Grupo 3",182.8,NA,191.89,NA,247.32,NA,251.45,NA,NA,NA,NA,NA
61206470,5,6310837,1,2,"Grupo 3",191.61,NA,186.69,NA,238.41,NA,246.51,NA,NA,NA,NA,NA
61194399,5,6310837,1,1,"Grupo 3",197.34,NA,196.9,NA,247.34,NA,238.86,NA,NA,NA,NA,NA
61225980,5,6310837,1,1,"Grupo 3",190.57,NA,195.78,NA,271.5,NA,261.82,NA,NA,NA,NA,NA
61186021,5,6310837,1,1,"Grupo 4",227.78,NA,233.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
61183090,5,6310843,1,1,"Grupo 3",NA,NA,NA,NA,250.5,NA,252.45,NA,235.86,NA,245.82,NA
61213372,5,6310843,1,2,"",171.41,NA,173.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
61209419,5,6310843,1,2,"Grupo 1",144.24,NA,152.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
61233601,5,6310843,1,2,"",153.11,NA,167.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
61196952,5,6310843,1,1,"Grupo 3",181.84,NA,195.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
61220204,5,6310849,1,1,"Grupo 3",199.63,NA,204.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
61189943,5,6310849,1,2,"",183.57,NA,216.47,NA,248.81,NA,265.72,NA,NA,NA,NA,NA
61183091,5,6310849,1,1,"Grupo 3",NA,NA,NA,NA,259.17,NA,260.58,NA,249.52,NA,258.57,NA
61245820,5,6310928,1,1,"Grupo 1",NA,NA,NA,NA,NA,NA,NA,NA,251.72,NA,250.51,NA
61194400,5,6310928,1,2,"",206.69,NA,216.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
61202140,5,6310928,1,1,"Grupo 3",NA,NA,NA,NA,243.65,NA,244.69,NA,NA,NA,NA,NA
61224692,5,6310928,1,2,"",NA,NA,NA,NA,264.32,NA,248.73,NA,242.94,NA,250.11,NA
61227180,5,6310946,1,1,"Grupo 3",NA,NA,NA,NA,247.41,NA,235.29,NA,262.27,NA,254.02,NA
61240419,5,6310946,1,1,"Grupo 3",197.82,NA,212.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
61230591,5,6310998,1,1,"Grupo 3",NA,NA,NA,NA,238.47,NA,236.89,NA,256.77,NA,254.96,NA
61220076,5,6310998,1,2,"",195.3,NA,200.48,NA,233.93,NA,247.39,NA,NA,NA,NA,NA
61221377,5,6310998,1,1,"Grupo 3",NA,NA,NA,NA,265.65,NA,260.33,NA,NA,NA,NA,NA
61189294,5,6311012,1,1,"Grupo 2",NA,NA,NA,NA,252.22,NA,254.87,NA,250.09,NA,253.26,NA
61217063,5,6311012,1,1,"Grupo 3",185.28,NA,195.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
61249169,5,6310813,1,1,"Grupo 3",NA,NA,NA,NA,250.18,NA,258.26,NA,264.05,NA,262.46,NA
61203072,5,6310813,1,1,"Grupo 3",186.41,NA,212.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
61239273,5,6310989,1,1,"Grupo 3",NA,NA,NA,NA,277.98,NA,272.43,NA,294.39,NA,295.24,NA
61202141,5,6310989,1,2,"",NA,NA,NA,NA,259.32,NA,249.14,NA,NA,NA,NA,NA
61199841,5,6310813,1,1,"",NA,NA,NA,NA,272.62,NA,284.5,NA,282.77,NA,299.15,NA
61245821,5,6310989,1,2,"",210.25,NA,223.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
61199842,5,6310989,1,1,"",237.07,NA,246.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
61184269,5,6310813,1,1,"Grupo 4",225.14,NA,236.2,NA,268.5,NA,268.44,NA,NA,NA,NA,NA
61183092,5,6311004,1,1,"Grupo 3",NA,NA,NA,NA,277.92,NA,259.73,NA,251.84,NA,244.39,NA
61245822,5,6310839,1,1,"Grupo 3",NA,NA,NA,NA,264.21,NA,256.58,NA,254.7,NA,254.27,NA
61225981,5,6310839,1,1,"Grupo 3",NA,NA,NA,NA,244.3,NA,253.01,NA,NA,NA,NA,NA
61203944,5,6310839,1,1,"",198.18,NA,207.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
61210810,5,6311004,1,1,"Grupo 3",236.36,NA,229.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
61196953,5,6310894,1,2,"",NA,NA,NA,NA,256.66,NA,240.89,NA,NA,NA,NA,NA
61236302,5,6310844,1,1,"Grupo 3",NA,NA,NA,NA,270.79,NA,272.04,NA,NA,NA,NA,NA
61206471,5,6310844,1,1,"Grupo 3",NA,NA,NA,NA,NA,NA,NA,NA,281.96,NA,283.17,NA
61249444,5,6310844,1,1,"Grupo 3",235.81,NA,246.29,NA,253.45,NA,246.1,NA,NA,NA,NA,NA
61211933,5,6310894,1,1,"Grupo 3",NA,NA,NA,NA,272.19,NA,276.74,NA,266.53,NA,282.06,NA
61222601,5,6310844,1,1,"Grupo 3",240.84,NA,257.39,NA,279.04,NA,282.86,NA,NA,NA,NA,NA
61245899,5,6310844,1,1,"",NA,NA,NA,NA,248.31,NA,246.58,NA,NA,NA,NA,NA
61206472,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,286.79,NA,285.37,NA,291.18,NA,295.87,NA
61181969,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,288.78,NA,299.81,NA,306.45,NA,314.73,NA
61236303,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,296.18,NA,293.56,NA,264.08,NA,267.5,NA
61210811,5,6310876,1,2,"",NA,NA,NA,NA,266.52,NA,281.07,NA,NA,NA,NA,NA
61186022,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,278.34,NA,266.62,NA,NA,NA,NA,NA
61214455,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,274.7,NA,267.49,NA,NA,NA,NA,NA
61215929,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,267.84,NA,266.6,NA,NA,NA,NA,NA
61178577,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,265.31,NA,253.69,NA,NA,NA,NA,NA
61183093,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,273.46,NA,273.3,NA,NA,NA,NA,NA
61189295,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,259.69,NA,262.66,NA,NA,NA,NA,NA
61242970,5,6310876,1,1,"Grupo 3",NA,NA,NA,NA,280.38,NA,273.95,NA,NA,NA,NA,NA
61181032,5,6310876,1,1,"Grupo 4",254.15,NA,259.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
61196954,5,6310876,1,1,"Grupo 5",277.27,NA,291.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
61203073,5,6310876,1,1,"Grupo 3",235.22,NA,235.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
61203074,5,6310876,1,1,"Grupo 3",228.03,NA,237.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
61186960,5,6310876,1,1,"Grupo 3",240.06,NA,253.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
61202142,5,6310876,1,1,"Grupo 4",235.76,NA,242.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
61242971,5,6310876,1,1,"Grupo 3",237.85,NA,249.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
61192545,5,6310876,1,1,"Grupo 4",239.8,NA,239.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
61203317,5,6310876,1,1,"Grupo 3",240.03,NA,249.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
61242234,5,6310883,1,1,"Grupo 3",NA,NA,NA,NA,276.59,NA,283.2,NA,281.81,NA,278.73,NA
61178578,5,6310883,1,1,"Grupo 3",194.19,NA,209.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
61181970,5,6310885,1,2,"",NA,NA,NA,NA,249.06,NA,223.59,NA,NA,NA,NA,NA
61236304,5,6310885,1,1,"Grupo 3",NA,NA,NA,NA,278.27,NA,307.03,NA,276.13,NA,275.58,NA
61242235,5,6310885,1,1,"Grupo 3",207.83,NA,222.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
61228039,5,6310888,1,1,"Grupo 3",NA,NA,NA,NA,267.8,NA,278.35,NA,269.51,NA,281.09,NA
61189296,5,6310888,1,1,"Grupo 3",227.55,NA,234.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
61217064,5,6310901,1,1,"Grupo 3",NA,NA,NA,NA,271.2,NA,278.41,NA,256.42,NA,267.51,NA
